CUSTOMER,NUMBER_OF_LATE_PAYMENTS,NUMBER_OF_CREDIT_APPLICATIONS,DECLARED_BANKRUPTCY_IN_PAST_7_YRS,AVERAGE_MONTHLY_FEE,CREDIT_SCORE,SATISFACTION,DEFAULT_DATA,AVERAGE_CASH_BALANCE,AGE,AGE_RANGE,GENDER,NUMBER_OF_PRODUCTS,CUST_ACQUISITION_YEAR,NO_OF_UNIQUE_PRODUCTS,NO_OF_UNIQUE_PRODUCTS_GROUPED,EQUITIES_BALANCE,INITIAL_MORTGAGE_AMT,ADDRESS_CHANGES,HOUSEHOLD,CLIENTS_IN_HOUSEHOLD,AVERAGE_CREDIT_CARD_BALANCE,CUSTOMER_TYPE,HOME_BRANCH_CITY,HOME_BRANCH_STATE,SALESPERSON,CHURN,COUNT,BANKID
UX6726,6,3,No,53,299,4,0,1K,54,50-59,Female,2,2003,17,11 to 20,9000,300K+,0,5726,1,7500,Small Business,Chicago IL,Illinois,UX7,no,1,K
UX6727,0,30,No,42,234,5,0,25K,36,30-39,Female,1,2005,1,1 to 10,7000,300K+,1,5727,1,15000,Small Business,Chicago IL,Illinois,UX6,yes,1,K
UX6728,0,0,No,40,234,3,1,1K,31,30-39,Female,1,2003,7,1 to 10,2000,300K+,0,5728,1,7500,Small Business,Chicago IL,Illinois,UX6,no,1,K
UX6729,115,138,No,52,299,1,0,1K,74,70-79,Female,1,2010,27,21 to 30,8000,300K+,0,5729,1,6000,Small Business,Chicago IL,Illinois,UX7,yes,1,K
UX6730,0,13,No,54,299,3,0,25K,36,30-39,Male,1,2003,1,1 to 10,12000,300K+,2,5730,2,0,Small Business,Chicago IL,Illinois,UX13,yes,1,K
UX6731,46,44,No,37,196,2,1,1K,68,60-69,Male,1,2006,42,41 to 50,4000,Less than 150K,0,5731,1,3500,Small Business,Chicago IL,Illinois,UX14,yes,1,K
UX6732,0,0,No,47,299,3,0,1K,54,50-59,Female,2,2004,4,1 to 10,8000,Less than 150K,0,5732,1,0,Small Business,Chicago IL,Illinois,UX8,no,1,K
UX6733,0,13,No,44,196,2,0,1K,75,70-79,Female,1,2006,27,21 to 30,2000,Less than 150K,0,5733,1,17500,Small Business,Chicago IL,Illinois,UX17,yes,1,K
UX6734,0,0,No,53,299,3,1,10K,55,50-59,Female,1,2006,23,21 to 30,1000,Less than 150K,0,5734,1,2500,Small Business,Chicago IL,Illinois,UX10,no,1,K
UX6735,1,20,No,42,234,3,0,25K,62,60-69,Male,1,2012,54,51 to 60,3000,Less than 150K,0,5735,1,0,Small Business,Chicago IL,Illinois,UX6,yes,1,K
UX6736,0,0,No,40,196,3,1,1K,40,40-49,Female,1,2005,2,1 to 10,7000,Less than 150K,2,5736,2,18500,Small Business,Chicago IL,Illinois,UX8,no,1,K
UX6737,0,0,No,40,196,2,0,10K,66,60-69,Female,1,2011,28,21 to 30,1000,Less than 150K,0,5737,1,6000,Small Business,Chicago IL,Illinois,UX15,no,1,K
UX6738,0,0,No,48,299,3,1,10K,51,50-59,Female,1,2012,32,31 to 40,2000,Less than 150K,1,5738,1,8500,Small Business,Chicago IL,Illinois,UX10,no,1,K
UX6739,0,12,No,46,234,2,1,1K,16,0-19,Male,1,2005,16,11 to 20,5000,Less than 150K,3,5739,3,1500,Small Business,Chicago IL,Illinois,UX16,yes,1,K
UX6740,0,5,No,62,436,3,1,1K,43,40-49,Female,1,2004,0,0,4000,Less than 150K,2,5740,2,15000,Small Business,Chicago IL,Illinois,UX14,no,1,K
UX6741,0,0,No,39,234,3,1,25K,61,60-69,Female,1,2004,10,11 to 20,8000,Less than 150K,0,5741,1,12000,Small Business,Chicago IL,Illinois,UX6,no,1,K
UX6742,5,15,No,121,642,5,1,1K,53,50-59,Male,2,2011,34,31 to 40,5000,300K+,0,5742,1,1500,Corporate,Dallas/Fort Worth TX,Texas,UX17,yes,1,K
UX6743,0,0,No,133,859,4,1,25K,34,30-39,Male,1,2005,31,31 to 40,8000,300K+,1,5743,1,9000,Corporate,Dallas/Fort Worth TX,Texas,UX7,no,1,K
UX6744,0,0,No,133,859,4,1,1K,25,20-29,Female,2,2003,6,1 to 10,9000,300K+,0,5744,1,6000,Personal,Dallas/Fort Worth TX,Texas,UX7,no,1,K
UX6745,0,0,No,125,859,4,1,25K,56,50-59,Male,1,2003,26,21 to 30,8000,300K+,0,5745,1,3000,Personal,Dallas/Fort Worth TX,Texas,UX7,no,1,K
UX6746,0,6,No,103,642,5,0,10K,40,40-49,Male,1,2010,16,11 to 20,4000,300K+,3,5746,3,3500,Personal,Dallas/Fort Worth TX,Texas,UX17,yes,1,K
UX6747,0,1,No,138,859,3,0,1K,49,40-49,Female,0,2008,37,31 to 40,10000,300K+,1,5747,1,10500,Personal,Dallas/Fort Worth TX,Texas,UX7,no,1,K
UX6748,0,0,No,137,859,5,0,25K,59,50-59,Male,1,2012,7,1 to 10,1000,300K+,0,5748,1,6000,Personal,Dallas/Fort Worth TX,Texas,UX12,no,1,K
UX6749,0,0,No,128,859,4,0,10K,54,50-59,Female,2,2008,2,1 to 10,5000,300K+,0,5749,1,3000,Personal,Dallas/Fort Worth TX,Texas,UX12,no,1,K
UX6750,0,1,No,126,859,5,0,25K,33,30-39,Male,2,2010,20,11 to 20,6000,300K+,1,5750,1,5500,Personal,Dallas/Fort Worth TX,Texas,UX12,no,1,K
UX6751,0,17,No,128,642,4,0,1K,40,40-49,Female,2,2003,21,21 to 30,14000,300K+,2,5751,2,2200,Personal,Dallas/Fort Worth TX,Texas,UX17,yes,1,K
UX6752,77,66,No,133,859,3,1,10K,47,40-49,Female,1,2011,7,1 to 10,12000,300K+,3,5752,3,5000,Personal,Dallas/Fort Worth TX,Texas,UX7,yes,1,K
UX6753,14,6,No,99,642,2,0,1K,66,60-69,Female,1,2009,26,21 to 30,6000,300K+,0,5753,1,3000,Personal,Dallas/Fort Worth TX,Texas,UX17,yes,1,K
UX6754,0,0,No,131,859,4,1,1K,40,40-49,Female,1,2003,10,11 to 20,4000,300K+,2,5754,2,1500,Personal,Dallas/Fort Worth TX,Texas,UX7,no,1,K
UX6755,4,0,No,89,642,3,1,10K,56,50-59,Male,1,2004,29,21 to 30,3000,300K+,0,5755,1,7500,Personal,Dallas/Fort Worth TX,Texas,UX17,no,1,K
UX6756,0,20,No,149,859,5,1,1K,56,50-59,Male,2,2010,29,21 to 30,1000,300K+,1,5756,1,7000,Personal,Dallas/Fort Worth TX,Texas,UX7,yes,1,K
UX6757,0,0,No,110,642,3,1,1K,40,40-49,Male,1,2012,15,11 to 20,20000,300K+,2,5757,2,9500,Personal,Dallas/Fort Worth TX,Texas,UX17,no,1,K
UX6758,51,36,No,95,642,3,0,25K,62,60-69,Female,1,2009,21,21 to 30,9000,300K+,0,5758,1,16500,Personal,Dallas/Fort Worth TX,Texas,UX17,yes,1,K
UX6759,0,0,No,109,642,3,0,1K,38,30-39,Male,1,2007,19,11 to 20,8000,300K+,2,5759,2,6000,Personal,Dallas/Fort Worth TX,Texas,UX17,no,1,K
UX6760,0,0,No,140,859,3,0,5K,69,60-69,Male,1,2003,21,21 to 30,4000,300K+,0,5760,1,24900,Personal,Dallas/Fort Worth TX,Texas,UX7,no,1,K
UX6761,0,0,No,126,859,3,1,1K,45,40-49,Female,1,2011,12,11 to 20,11000,150K - 300K,5,5761,5,7500,Personal,Dallas/Fort Worth TX,Texas,UX7,no,1,K
UX6762,2,0,No,129,859,4,0,25K,40,40-49,Male,1,2012,10,11 to 20,6000,Less than 150K,2,5762,2,15000,Personal,Dallas/Fort Worth TX,Texas,UX12,no,1,K
UX6763,0,11,No,120,642,2,1,1K,62,60-69,Male,1,2004,29,21 to 30,2000,Less than 150K,1,5763,1,9000,Personal,Dallas/Fort Worth TX,Texas,UX17,yes,1,K
UX6764,0,2,No,107,642,3,1,1K,76,70-79,Female,1,2003,50,51 to 60,1000,Less than 150K,0,5764,1,6000,Personal,Dallas/Fort Worth TX,Texas,UX17,no,1,K
UX6765,15,0,No,124,859,1,0,1K,29,20-29,Female,1,2008,17,11 to 20,23000,Less than 150K,2,5765,2,12000,Personal,Dallas/Fort Worth TX,Texas,UX12,no,1,K
UX6766,37,52,No,153,859,2,1,1K,72,70-79,Female,2,2006,58,51 to 60,6000,Less than 150K,0,5766,1,1500,Personal,Dallas/Fort Worth TX,Texas,UX7,yes,1,K
UX6767,2,24,No,146,859,2,0,1K,39,30-39,Female,1,2003,18,11 to 20,2000,Less than 150K,3,5767,3,6500,Personal,Dallas/Fort Worth TX,Texas,UX12,yes,1,K
UX6768,0,2,No,110,642,3,0,5K,61,60-69,Male,1,2004,25,21 to 30,5000,Less than 150K,0,5768,1,10500,Personal,Dallas/Fort Worth TX,Texas,UX17,no,1,K
UX6769,0,0,No,94,642,2,0,1K,85,80+,Female,1,2007,41,41 to 50,1000,Less than 150K,0,5769,1,11500,Personal,Dallas/Fort Worth TX,Texas,UX17,no,1,K
UX6770,0,0,No,96,665,5,0,25K,39,30-39,Female,1,2012,17,11 to 20,18000,300K+,2,5770,2,6000,Corporate,New York NY,New York,UX12,no,1,K
UX6771,0,0,No,100,665,2,1,1K,41,40-49,Male,1,2012,28,21 to 30,3000,300K+,0,5771,1,6000,Personal,New York NY,New York,UX12,no,1,K
UX6772,4,0,No,95,665,3,1,1K,39,30-39,Male,1,2004,8,1 to 10,11000,300K+,2,5772,2,7000,Personal,New York NY,New York,UX12,no,1,K
UX6773,0,0,No,95,665,3,1,1K,18,0-19,Female,2,2003,21,21 to 30,6000,150K - 300K,0,5773,1,12500,Personal,New York NY,New York,UX12,no,1,K
UX6774,0,0,No,97,665,4,0,25K,31,30-39,Female,1,2008,17,11 to 20,8000,Less than 150K,1,5774,1,11000,Personal,New York NY,New York,UX12,no,1,K
UX6775,17,0,No,92,665,3,1,25K,74,70-79,Male,2,2005,13,11 to 20,8000,Less than 150K,0,5775,1,3500,Personal,New York NY,New York,UX12,no,1,K
UX6776,0,0,No,102,665,1,1,1K,44,40-49,Male,1,2007,21,21 to 30,32000,Less than 150K,1,5776,1,4500,Personal,New York NY,New York,UX12,no,1,K
UX6777,0,0,No,102,665,5,1,1K,36,30-39,Male,1,2011,8,1 to 10,6000,300K+,1,5777,1,3000,Small Business,New York NY,New York,UX12,no,1,K
UX6778,16,35,No,112,665,5,0,1K,62,60-69,Female,1,2009,12,11 to 20,5000,300K+,0,5778,1,6000,Small Business,New York NY,New York,UX12,yes,1,K
UX6779,191,173,No,48,273,5,1,5K,40,40-49,Female,1,2003,23,21 to 30,14000,300K+,1,5779,1,10000,Corporate,Chicago IL,Illinois,UX18,yes,1,K
UX6780,0,52,No,60,273,4,0,25K,48,40-49,Female,1,2012,41,41 to 50,3000,300K+,1,5780,1,3000,Corporate,Chicago IL,Illinois,UX15,yes,1,K
UX6781,0,0,No,59,273,4,0,1K,33,30-39,Male,1,2011,18,11 to 20,9000,150K - 300K,1,5781,1,8500,Corporate,Chicago IL,Illinois,UX6,no,1,K
UX6782,3,96,No,33,157,4,0,1K,43,40-49,Male,1,2003,28,21 to 30,34000,Less than 150K,2,5782,2,3000,Corporate,Chicago IL,Illinois,UX6,yes,1,K
UX6783,0,23,No,43,177,2,1,1K,70,70-79,Female,1,2008,51,51 to 60,9000,Less than 150K,0,5783,1,3500,Corporate,Chicago IL,Illinois,UX8,yes,1,K
UX6784,95,122,No,33,157,4,0,25K,40,40-49,Male,1,2009,27,21 to 30,12000,300K+,1,5784,1,4500,Personal,Chicago IL,Illinois,UX17,yes,1,K
UX6785,0,19,No,62,273,4,1,1K,37,30-39,Female,1,2012,8,1 to 10,3000,300K+,4,5785,4,6000,Personal,Chicago IL,Illinois,UX6,yes,1,K
UX6786,9,11,No,38,177,4,0,1K,25,20-29,Female,1,2005,7,1 to 10,20000,300K+,1,5786,1,2000,Personal,Chicago IL,Illinois,UX9,yes,1,K
UX6787,2,3,No,39,177,5,0,25K,45,40-49,Male,1,2005,10,11 to 20,6000,300K+,2,5787,2,3000,Personal,Chicago IL,Illinois,UX12,no,1,K
UX6788,29,35,No,42,177,4,0,1K,51,50-59,Male,1,2009,15,11 to 20,44000,300K+,1,5788,1,1500,Personal,Chicago IL,Illinois,UX12,yes,1,K
UX6789,0,0,No,32,157,4,1,1K,52,50-59,Male,1,2005,38,31 to 40,22000,300K+,1,5789,1,16500,Personal,Chicago IL,Illinois,UX6,no,1,K
UX4603,0,0,No,161,999,4,1,1K,60,60-69,Female,2,2008,29,21 to 30,4000,150K - 300K,0,3603,1,4500,Personal,Dallas/Fort Worth TX,Texas,UX18,no,1,K
UX4604,,,Yes,,999,4,0,1K,68,60-69,Female,1,2005,31,31 to 40,7000,150K - 300K,0,3604,1,12000,Personal,Dallas/Fort Worth TX,Texas,UX18,no,1,K
UX4605,7,43,No,147,999,4,0,1K,26,20-29,Male,2,2008,0,0,6000,Less than 150K,0,3605,1,4000,Personal,Dallas/Fort Worth TX,Texas,UX18,yes,1,K
UX4606,0,0,No,152,999,2,0,1K,64,60-69,Female,2,2010,32,31 to 40,5000,Less than 150K,0,3606,1,2000,Personal,Dallas/Fort Worth TX,Texas,UX6,no,1,K
UX4607,0,13,No,159,999,2,0,1K,44,40-49,Male,2,2011,44,41 to 50,8000,Less than 150K,0,3607,1,3000,Personal,Dallas/Fort Worth TX,Texas,UX6,yes,1,K
UX4608,0,4,No,172,999,4,0,25K,36,30-39,Male,1,2012,28,21 to 30,10000,Less than 150K,2,3608,2,7500,Personal,Dallas/Fort Worth TX,Texas,UX12,no,1,K
UX4609,67,73,No,174,999,2,1,10K,27,20-29,Female,1,2005,21,21 to 30,39000,Less than 150K,1,3609,1,3500,Personal,Dallas/Fort Worth TX,Texas,UX18,yes,1,K
UX4610,0,5,No,165,999,2,0,1K,80,80+,Female,1,2010,69,61 to 70,7000,Less than 150K,0,3610,1,1000,Personal,Dallas/Fort Worth TX,Texas,UX12,no,1,K
UX4611,0,0,No,159,999,2,0,1K,80,80+,Female,0,2008,31,31 to 40,7000,Less than 150K,0,3611,1,5800,Personal,Dallas/Fort Worth TX,Texas,UX18,no,1,K
UX4612,0,0,No,169,999,3,0,1K,80,80+,Male,1,2012,45,41 to 50,7000,Less than 150K,0,3612,1,3000,Personal,Dallas/Fort Worth TX,Texas,UX12,no,1,K
UX10183,38,35,No,75,416,3,0,1K,43,40-49,Female,1,2003,12,11 to 20,6000,300K+,1,9183,1,9000,Small Business,Chicago IL,Illinois,UX16,yes,1,K
UX10184,26,18,No,67,416,2,1,10K,79,70-79,Female,1,2003,29,21 to 30,1000,Less than 150K,0,9184,1,12000,Small Business,Chicago IL,Illinois,UX15,yes,1,K
UX10185,0,0,No,60,363,4,0,1K,44,40-49,Male,3,2008,26,21 to 30,7000,300K+,1,9185,1,4000,Personal,Atlanta GA,Georgia,UX11,no,1,K
UX10186,0,0,No,54,363,4,0,10K,57,50-59,Male,1,2006,8,1 to 10,9000,300K+,0,9186,1,9000,Personal,Atlanta GA,Georgia,UX11,no,1,K
UX10187,0,0,No,59,363,4,0,25K,32,30-39,Female,1,2004,25,21 to 30,8000,300K+,0,9187,1,4500,Personal,Atlanta GA,Georgia,UX16,no,1,K
UX10188,0,0,No,66,363,3,0,1K,54,50-59,Male,1,2009,52,51 to 60,2000,300K+,0,9188,1,1000,Personal,Atlanta GA,Georgia,UX12,no,1,K
UX10189,0,0,No,74,363,3,1,1K,46,40-49,Male,2,2006,4,1 to 10,5000,300K+,0,9189,1,12000,Personal,Atlanta GA,Georgia,UX14,no,1,K
UX1019,0,0,No,133,821,1,1,1K,75,70-79,Female,1,2010,15,11 to 20,6000,Less than 150K,0,19,1,13000,Personal,Dallas/Fort Worth TX,Texas,UX15,no,1,K
UX10190,0,0,No,62,363,5,0,25K,46,40-49,Female,1,2007,9,1 to 10,2000,300K+,0,9190,1,15000,Personal,Atlanta GA,Georgia,UX14,no,1,K
UX10191,14,18,No,67,363,2,1,1K,44,40-49,Male,2,2011,26,21 to 30,6000,300K+,0,9191,1,1000,Personal,Atlanta GA,Georgia,UX16,yes,1,K
UX10192,0,0,No,59,363,3,0,1K,58,50-59,Female,2,2007,42,41 to 50,10000,Less than 150K,1,9192,1,200,Personal,Atlanta GA,Georgia,UX11,no,1,K
UX10193,0,0,No,58,363,2,0,1K,66,60-69,Male,0,2008,72,71 to 80,3000,Less than 150K,0,9193,1,400,Personal,Atlanta GA,Georgia,UX11,no,1,K
UX10194,0,0,No,63,363,3,0,1K,22,20-29,Female,1,2008,8,1 to 10,18000,Less than 150K,2,9194,2,13800,Personal,Atlanta GA,Georgia,UX11,no,1,K
UX10195,22,72,No,65,363,5,0,25K,60,60-69,Female,2,2009,17,11 to 20,9000,300K+,0,9195,1,3000,Small Business,Atlanta GA,Georgia,UX16,yes,1,K
UX10196,0,0,No,59,363,4,1,25K,32,30-39,Female,1,2005,28,21 to 30,12000,300K+,1,9196,1,10300,Small Business,Atlanta GA,Georgia,UX16,no,1,K
UX10197,89,74,No,58,363,2,0,1K,49,40-49,Female,1,2010,15,11 to 20,7000,300K+,0,9197,1,12000,Small Business,Atlanta GA,Georgia,UX16,yes,1,K
UX10198,,,Yes,,363,2,1,1K,53,50-59,Female,1,2008,3,1 to 10,9000,300K+,0,9198,1,9000,Small Business,Atlanta GA,Georgia,UX11,no,1,K
UX10199,0,0,No,42,227,2,0,1K,52,50-59,Male,1,2010,4,1 to 10,9000,300K+,3,9199,3,7500,Corporate,Charleston/Dunbar WV,West Virginia,UX17,no,1,K
UX1020,0,0,No,131,821,3,0,1K,19,0-19,Female,2,2003,35,31 to 40,8000,Less than 150K,1,20,1,4500,Personal,Dallas/Fort Worth TX,Texas,UX6,no,1,K
UX10200,0,0,No,46,227,3,1,1K,19,0-19,Male,2,2006,10,11 to 20,7000,300K+,0,9200,1,9000,Personal,Charleston/Dunbar WV,West Virginia,UX12,no,1,K
UX10201,0,0,No,36,227,4,1,1K,80,80+,Female,1,2004,11,11 to 20,10000,300K+,0,9201,1,2000,Personal,Charleston/Dunbar WV,West Virginia,UX17,no,1,K
UX10202,6,0,No,44,227,4,0,1K,50,50-59,Male,1,2008,29,21 to 30,4000,300K+,1,9202,1,3000,Personal,Charleston/Dunbar WV,West Virginia,UX12,no,1,K
UX10203,5,3,No,42,227,4,1,25K,50,50-59,Male,1,2005,18,11 to 20,6000,300K+,2,9203,2,1500,Personal,Charleston/Dunbar WV,West Virginia,UX16,no,1,K
UX10204,0,0,No,42,227,4,1,1K,18,0-19,Female,2,2008,27,21 to 30,3000,150K - 300K,0,9204,1,3000,Personal,Charleston/Dunbar WV,West Virginia,UX12,no,1,K
UX10205,0,0,No,47,227,4,1,1K,56,50-59,Female,1,2003,25,21 to 30,1000,150K - 300K,0,9205,1,1500,Personal,Charleston/Dunbar WV,West Virginia,UX12,no,1,K
UX10206,6,12,No,40,227,3,1,25K,29,20-29,Female,2,2006,12,11 to 20,9000,Less than 150K,1,9206,1,7000,Personal,Charleston/Dunbar WV,West Virginia,UX17,yes,1,K
UX10207,0,0,No,43,157,4,0,1K,34,30-39,Male,1,2003,16,11 to 20,23000,300K+,2,9207,2,9500,Corporate,Washington DC,Virginia,UX15,no,1,K
UX10208,0,3,No,38,177,3,1,25K,61,60-69,Male,1,2008,9,1 to 10,4000,300K+,0,9208,1,20500,Corporate,Washington DC,Virginia,UX6,no,1,K
UX10209,1,5,No,25,100,4,1,1K,31,30-39,Female,1,2008,20,21 to 30,8000,300K+,3,9209,3,5500,Corporate,Washington DC,Virginia,UX15,no,1,K
UX1021,0,0,No,116,821,3,0,1K,38,30-39,Female,2,2008,35,31 to 40,10000,Less than 150K,2,21,2,8300,Personal,Dallas/Fort Worth TX,Texas,UX15,no,1,K
UX10210,12,2,No,35,157,1,1,5K,36,30-39,Male,1,2009,8,1 to 10,4000,300K+,0,9210,1,6000,Corporate,Norfolk VA,Virginia,UX12,no,1,K
UX10211,0,0,No,23,100,3,1,1K,52,50-59,Female,1,2007,20,21 to 30,7000,300K+,0,9211,1,1500,Corporate,Richmond VA,Virginia,UX12,no,1,K
UX10212,0,0,No,29,100,3,0,1K,73,70-79,Female,1,2007,18,11 to 20,1000,Less than 150K,0,9212,1,24000,Corporate,Richmond VA,Virginia,UX21,no,1,K
UX10213,77,79,No,33,157,5,1,25K,34,30-39,Male,1,2011,4,1 to 10,12000,300K+,1,9213,1,5500,Personal,Washington DC,Virginia,UX19,yes,1,K
UX10214,0,0,No,22,100,4,1,1K,32,30-39,Female,1,2012,3,1 to 10,7000,300K+,4,9214,4,9500,Personal,Washington DC,Virginia,UX15,no,1,K
UX10215,0,0,No,27,100,4,0,1K,51,50-59,Male,1,2006,4,1 to 10,10000,300K+,0,9215,1,3000,Personal,Washington DC,Virginia,UX15,no,1,K
UX10216,230,214,No,25,100,4,0,25K,40,40-49,Male,1,2011,17,11 to 20,18000,300K+,2,9216,2,3500,Personal,Richmond VA,Virginia,UX17,yes,1,K
UX10217,9,18,No,30,100,4,0,1K,45,40-49,Female,1,2003,20,21 to 30,31000,300K+,1,9217,1,2000,Personal,Washington DC,Virginia,UX15,yes,1,K
UX10218,104,84,No,31,157,4,1,25K,48,40-49,Female,2,2007,21,21 to 30,7000,300K+,0,9218,1,3000,Personal,Washington DC,Virginia,UX19,yes,1,K
UX10219,0,0,No,35,157,4,1,10K,29,20-29,Female,2,2006,23,21 to 30,12000,300K+,3,9219,3,7000,Personal,Washington DC,Virginia,UX10,no,1,K
UX1022,0,0,No,122,853,2,1,1K,62,60-69,Male,1,2005,64,61 to 70,8000,Less than 150K,0,22,1,3000,Personal,Dallas/Fort Worth TX,Texas,UX12,no,1,K
UX10220,116,119,No,37,177,4,1,1K,47,40-49,Female,1,2006,10,11 to 20,10000,300K+,0,9220,1,2000,Personal,Washington DC,Virginia,UX6,yes,1,K
UX10221,0,0,No,38,157,3,0,5K,52,50-59,Male,1,2007,6,1 to 10,2000,300K+,1,9221,1,5500,Personal,Washington DC,Virginia,UX10,no,1,K
UX10222,0,0,No,37,157,4,0,1K,52,50-59,Female,0,2012,17,11 to 20,7000,300K+,0,9222,1,3500,Personal,Norfolk VA,Virginia,UX17,no,1,K
UX10223,0,0,No,38,157,4,0,1K,17,0-19,Male,1,2006,10,11 to 20,10000,300K+,1,9223,1,6500,Personal,Washington DC,Virginia,UX6,no,1,K
UX10888,94,82,No,86,508,4,1,1K,42,40-49,Male,2,2007,28,21 to 30,8000,300K+,0,9888,1,2000,Personal,Atlanta GA,Georgia,UX19,yes,1,K
UX10889,0,3,No,69,357,4,0,25K,22,20-29,Female,1,2010,10,11 to 20,2000,300K+,0,9889,1,10000,Personal,Atlanta GA,Georgia,UX14,no,1,K
UX1089,0,13,No,39,212,2,1,1K,79,70-79,Female,1,2012,41,41 to 50,3000,Less than 150K,0,89,1,7500,Personal,Chicago IL,Illinois,UX7,yes,1,K
UX10890,0,0,No,95,508,4,0,1K,40,40-49,Female,1,2005,6,1 to 10,10000,300K+,1,9890,1,9000,Personal,Atlanta GA,Georgia,UX7,no,1,K
UX10891,34,37,No,79,457,5,0,1K,59,50-59,Female,2,2010,8,1 to 10,10000,300K+,0,9891,1,3000,Personal,Atlanta GA,Georgia,UX16,yes,1,K
UX10892,0,16,No,111,508,4,1,1K,20,20-29,Male,1,2006,18,11 to 20,9000,300K+,1,9892,1,10000,Personal,Atlanta GA,Georgia,UX11,yes,1,K
UX10893,17,28,No,88,508,4,1,10K,46,40-49,Male,2,2005,40,31 to 40,2000,300K+,0,9893,1,3000,Personal,Atlanta GA,Georgia,UX13,yes,1,K
UX10894,101,104,No,92,508,4,1,1K,62,60-69,Male,1,2004,9,1 to 10,6000,300K+,0,9894,1,4500,Personal,Atlanta GA,Georgia,UX13,yes,1,K
UX10895,0,0,No,67,457,5,1,10K,38,30-39,Female,1,2012,19,11 to 20,9000,300K+,2,9895,2,10000,Personal,Atlanta GA,Georgia,UX16,no,1,K
UX10896,0,0,No,94,508,3,1,10K,43,40-49,Female,1,2009,1,1 to 10,12000,300K+,3,9896,3,6200,Personal,Atlanta GA,Georgia,UX7,no,1,K
UX10897,13,13,No,93,508,4,1,1K,34,30-39,Male,1,2004,19,11 to 20,11000,300K+,4,9897,4,9000,Personal,Atlanta GA,Georgia,UX15,yes,1,K
UX10898,0,0,No,89,515,5,1,1K,46,40-49,Male,2,2004,4,1 to 10,7000,300K+,1,9898,1,9000,Personal,Savannah GA,Georgia,UX12,no,1,K
UX10899,0,0,No,77,515,4,1,1K,41,40-49,Male,1,2010,10,11 to 20,13000,300K+,1,9899,1,6000,Personal,Savannah GA,Georgia,UX17,no,1,K
UX1090,1,0,No,20,67,3,0,25K,67,60-69,Male,2,2010,29,21 to 30,4000,Less than 150K,0,90,1,9500,Personal,Chicago IL,Illinois,UX10,no,1,K
UX10900,0,3,No,80,457,4,0,25K,35,30-39,Male,1,2007,18,11 to 20,19000,300K+,2,9900,2,18000,Personal,Atlanta GA,Georgia,UX12,no,1,K
UX10901,12,11,No,98,534,4,1,1K,27,20-29,Female,2,2008,19,11 to 20,1000,300K+,1,9901,1,3000,Personal,Atlanta GA,Georgia,UX12,yes,1,K
UX10902,0,0,No,93,534,4,0,1K,54,50-59,Female,1,2006,8,1 to 10,7000,300K+,0,9902,1,4500,Personal,Atlanta GA,Georgia,UX16,no,1,K
UX10903,0,0,No,87,534,5,1,1K,33,30-39,Male,2,2004,19,11 to 20,32000,300K+,1,9903,1,11500,Personal,Atlanta GA,Georgia,UX9,no,1,K
UX10904,0,0,No,76,457,5,0,1K,40,40-49,Male,1,2003,19,11 to 20,8000,300K+,0,9904,1,7500,Personal,Atlanta GA,Georgia,UX12,no,1,K
UX10905,0,5,No,95,515,4,0,1K,51,50-59,Female,1,2003,34,31 to 40,9000,300K+,0,9905,1,6000,Personal,Savannah GA,Georgia,UX8,no,1,K
UX10906,0,0,No,75,515,3,1,1K,59,50-59,Female,1,2005,21,21 to 30,3000,300K+,0,9906,1,9000,Personal,Savannah GA,Georgia,UX22,no,1,K
UX10907,98,103,No,73,357,5,1,10K,47,40-49,Female,1,2011,14,11 to 20,2000,300K+,0,9907,1,8000,Personal,Atlanta GA,Georgia,UX14,yes,1,K
UX10908,13,11,No,91,508,4,1,1K,39,30-39,Female,0,2006,21,21 to 30,5000,300K+,1,9908,1,3000,Personal,Atlanta GA,Georgia,UX17,yes,1,K
UX10909,12,2,No,60,357,4,0,1K,56,50-59,Female,0,2003,11,11 to 20,2000,300K+,0,9909,1,1000,Personal,Atlanta GA,Georgia,UX14,no,1,K
UX1091,2,0,No,20,67,3,1,25K,74,70-79,Female,1,2007,9,1 to 10,10000,Less than 150K,0,91,1,27000,Personal,Chicago IL,Illinois,UX15,no,1,K
UX10910,9,8,No,84,457,4,0,1K,38,30-39,Female,2,2008,0,0,6000,300K+,2,9910,2,1000,Personal,Atlanta GA,Georgia,UX16,yes,1,K
UX10911,18,43,No,94,515,4,0,1K,45,40-49,Male,3,2003,4,1 to 10,1000,300K+,0,9911,1,11500,Personal,Savannah GA,Georgia,UX17,yes,1,K
UX10912,0,0,No,56,357,5,0,25K,35,30-39,Male,1,2009,26,21 to 30,34000,300K+,2,9912,2,9000,Personal,Atlanta GA,Georgia,UX7,no,1,K
UX10913,0,0,No,91,508,4,1,10K,52,50-59,Female,2,2003,24,21 to 30,2000,300K+,0,9913,1,18000,Personal,Atlanta GA,Georgia,UX13,no,1,K
UX10914,26,34,No,97,534,5,0,10K,29,20-29,Male,2,2003,24,21 to 30,7000,300K+,0,9914,1,9000,Personal,Atlanta GA,Georgia,UX8,yes,1,K
UX10915,60,53,No,68,457,5,0,10K,51,50-59,Male,1,2010,28,21 to 30,6000,300K+,3,9915,3,500,Personal,Atlanta GA,Georgia,UX13,yes,1,K
