CUSTOMER,NUMBER_OF_LATE_PAYMENTS,NUMBER_OF_CREDIT_APPLICATIONS,DECLARED_BANKRUPTCY_IN_PAST_7_YRS,AVERAGE_MONTHLY_FEE,CREDIT_SCORE,SATISFACTION,DEFAULT,AVERAGE_CASH_BALANCE,AGE,AGE_RANGE,GENDER,NUMBER_OF_PRODUCTS,CUST_ACQUISITION_YEAR,NO_OF_UNIQUE_PRODUCTS,NO_OF_UNIQUE_PRODUCTS_GROUPED,EQUITIES_BALANCE,INITIAL_MORTGAGE_AMT,ADDRESS_CHANGES,HOUSEHOLD_ID,CLIENTS_IN_HOUSEHOLD,AVERAGE_CREDIT_CARD_BALANCE,CUSTOMER_TYPE,HOME_BRANCH_CITY,HOME_BRANCH_STATE,SALESPERSON,CHURN,COUNT,BANKID
ID8230,0,0,No,32,139,5,1,5K,40,40-49,Female,1,2004,4,1 to 10,2000,150K - 300K,0,7230,1,4500,Personal,Chicago IL,Illinois,ID10,no,1,N
ID7457,27,102,No,52,296,4,1,1K,41,40-49,Male,1,2003,29,21 to 30,9000,300K+,1,6457,1,0,Small Business,Columbus OH,Ohio,ID16,yes,1,N
ID7458,0,0,No,50,296,4,1,1K,35,30-39,Female,2,2011,25,21 to 30,22000,300K+,2,6458,2,0,Small Business,Columbus OH,Ohio,ID13,no,1,N
ID7459,24,22,No,46,315,4,0,1K,73,70-79,Female,1,2006,30,21 to 30,3000,300K+,0,6459,1,5000,Small Business,Cleveland OH,Ohio,ID18,yes,1,N
ID7460,27,31,No,35,213,5,0,10K,57,50-59,Female,1,2011,5,1 to 10,4000,300K+,0,6460,1,15000,Small Business,Toledo OH,Ohio,ID21,yes,1,N
ID7461,2,0,No,48,315,3,1,1K,62,60-69,Female,2,2008,14,11 to 20,2000,300K+,0,6461,1,10500,Small Business,Cleveland OH,Ohio,ID13,no,1,N
ID7462,3,0,No,47,315,4,0,1K,23,20-29,Female,1,2008,8,1 to 10,7000,300K+,3,6462,3,6000,Small Business,Cleveland OH,Ohio,ID7,no,1,N
ID7463,21,19,No,34,213,3,1,1K,41,40-49,Female,1,2005,49,41 to 50,8000,300K+,0,6463,1,6000,Small Business,Toledo OH,Ohio,ID21,yes,1,N
ID7464,2,0,No,50,315,4,1,1K,40,40-49,Female,2,2010,20,11 to 20,10000,300K+,1,6464,1,9000,Small Business,Cleveland OH,Ohio,ID15,no,1,N
ID7465,0,0,No,51,296,3,0,1K,60,60-69,Female,2,2009,32,31 to 40,4000,300K+,0,6465,1,10000,Small Business,Columbus OH,Ohio,ID16,no,1,N
ID7466,0,17,No,48,296,3,0,1K,64,60-69,Female,1,2008,10,11 to 20,1000,300K+,0,6466,1,11000,Small Business,Columbus OH,Ohio,ID13,yes,1,N
ID7467,11,11,No,45,296,3,0,10K,44,40-49,Male,1,2011,15,11 to 20,3000,300K+,2,6467,2,12000,Small Business,Columbus OH,Ohio,ID21,yes,1,N
ID7468,0,0,No,45,296,4,0,25K,34,30-39,Female,2,2009,9,1 to 10,12000,300K+,3,6468,3,3000,Small Business,Columbus OH,Ohio,ID21,no,1,N
ID7469,0,0,No,42,240,3,0,1K,35,30-39,Female,1,2003,0,0,11000,300K+,2,6469,2,13500,Small Business,Dayton OH,Ohio,ID13,no,1,N
ID7470,,,Yes,,315,3,0,1K,64,60-69,Female,1,2003,19,11 to 20,10000,300K+,0,6470,1,12000,Small Business,Cleveland OH,Ohio,ID21,no,1,N
ID7471,0,0,No,44,296,4,1,1K,73,70-79,Female,1,2010,4,1 to 10,1000,150K - 300K,0,6471,1,23000,Small Business,Columbus OH,Ohio,ID21,no,1,N
ID7472,72,62,No,33,213,2,1,1K,70,70-79,Male,1,2010,3,1 to 10,3000,Less than 150K,0,6472,1,7500,Small Business,Toledo OH,Ohio,ID16,yes,1,N
ID7473,0,0,No,45,296,4,1,1K,18,0-19,Male,1,2011,2,1 to 10,2000,Less than 150K,2,6473,2,11000,Small Business,Columbus OH,Ohio,ID16,no,1,N
ID7474,25,76,No,36,213,2,1,1K,48,40-49,Female,1,2009,4,1 to 10,5000,Less than 150K,0,6474,1,8000,Small Business,Toledo OH,Ohio,ID21,yes,1,N
ID7475,0,0,No,32,213,3,1,1K,15,0-19,Female,0,2010,3,1 to 10,8000,Less than 150K,3,6475,3,7500,Small Business,Toledo OH,Ohio,ID16,no,1,N
ID7476,89,148,No,49,296,2,1,1K,16,0-19,Female,1,2009,11,11 to 20,24000,Less than 150K,3,6476,3,16000,Small Business,Columbus OH,Ohio,ID17,yes,1,N
ID7477,0,9,No,33,213,2,0,1K,62,60-69,Male,1,2010,18,11 to 20,9000,Less than 150K,0,6477,1,11800,Small Business,Toledo OH,Ohio,ID11,yes,1,N
ID7478,29,21,No,46,296,3,0,25K,77,70-79,Female,2,2009,6,1 to 10,4000,Less than 150K,0,6478,1,10500,Small Business,Columbus OH,Ohio,ID17,yes,1,N
ID7479,0,0,No,50,315,3,0,1K,65,60-69,Female,2,2009,35,31 to 40,8000,Less than 150K,0,6479,1,3000,Small Business,Cleveland OH,Ohio,ID11,no,1,N
ID7480,28,20,No,49,315,2,1,1K,80,80+,Female,1,2011,20,11 to 20,3000,Less than 150K,0,6480,1,1500,Small Business,Cleveland OH,Ohio,ID11,yes,1,N
ID7481,19,20,No,94,557,4,1,1K,32,30-39,Female,2,2012,18,11 to 20,15000,300K+,1,6481,1,3000,Personal,Fargo ND,North Dakota,ID9,yes,1,N
ID7482,0,6,No,98,557,4,1,25K,30,30-39,Male,1,2012,10,11 to 20,25000,300K+,1,6482,1,5000,Personal,Fargo ND,North Dakota,ID20,yes,1,N
ID7483,1,0,No,89,557,4,1,10K,61,60-69,Male,1,2012,23,21 to 30,7000,300K+,0,6483,1,6000,Personal,Fargo ND,North Dakota,ID15,no,1,N
ID7484,0,0,No,92,557,5,0,10K,56,50-59,Male,1,2005,15,11 to 20,8000,300K+,0,6484,1,8000,Personal,Fargo ND,North Dakota,ID20,no,1,N
ID7485,0,0,No,92,557,4,1,1K,62,60-69,Female,1,2003,12,11 to 20,8000,300K+,0,6485,1,10000,Personal,Fargo ND,North Dakota,ID15,no,1,N
ID7486,12,14,No,91,557,3,1,1K,34,30-39,Female,1,2005,23,21 to 30,31000,300K+,4,6486,4,5000,Personal,Fargo ND,North Dakota,ID15,yes,1,N
ID7487,0,0,No,83,557,2,1,1K,33,30-39,Female,1,2010,11,11 to 20,20000,300K+,2,6487,2,6000,Personal,Fargo ND,North Dakota,ID20,no,1,N
ID7488,0,24,No,95,557,3,0,1K,46,40-49,Male,1,2010,27,21 to 30,7000,300K+,0,6488,1,14000,Personal,Fargo ND,North Dakota,ID9,yes,1,N
ID7489,45,39,No,89,557,3,1,1K,48,40-49,Female,2,2006,22,21 to 30,7000,300K+,0,6489,1,1700,Personal,Fargo ND,North Dakota,ID9,yes,1,N
ID8466,0,0,No,73,510,4,1,10K,38,30-39,Male,1,2010,21,21 to 30,18000,300K+,1,7466,1,5500,Personal,Huntsville AL,Alabama,ID9,no,1,N
ID8467,4,0,No,70,510,5,0,25K,48,40-49,Male,1,2007,16,11 to 20,7000,300K+,0,7467,1,6000,Personal,Huntsville AL,Alabama,ID20,no,1,N
ID8468,0,37,No,73,510,4,0,5K,45,40-49,Female,1,2005,29,21 to 30,5000,300K+,0,7468,1,3000,Personal,Huntsville AL,Alabama,ID9,yes,1,N
ID8469,9,13,No,70,510,4,1,1K,53,50-59,Male,1,2007,26,21 to 30,7000,300K+,0,7469,1,7000,Personal,Huntsville AL,Alabama,ID20,yes,1,N
ID8470,51,48,No,72,510,5,1,10K,48,40-49,Female,1,2005,10,11 to 20,8000,300K+,0,7470,1,0,Personal,Huntsville AL,Alabama,ID9,yes,1,N
ID8471,0,0,No,73,510,4,1,1K,39,30-39,Female,0,2003,19,11 to 20,29000,300K+,2,7471,2,2000,Personal,Huntsville AL,Alabama,ID9,no,1,N
ID8472,0,0,No,69,510,3,0,1K,42,40-49,Female,3,2009,21,21 to 30,10000,300K+,1,7472,1,2000,Personal,Huntsville AL,Alabama,ID9,no,1,N
ID8473,0,0,No,73,510,4,0,1K,39,30-39,Male,2,2006,17,11 to 20,19000,300K+,2,7473,2,12000,Personal,Huntsville AL,Alabama,ID10,no,1,N
ID8474,5,2,No,75,510,3,0,1K,85,80+,Female,2,2006,37,31 to 40,2000,150K - 300K,0,7474,1,10000,Personal,Huntsville AL,Alabama,ID9,no,1,N
ID8475,0,0,No,68,510,3,1,1K,15,0-19,Female,1,2012,31,31 to 40,9000,Less than 150K,4,7475,4,500,Personal,Huntsville AL,Alabama,ID10,no,1,N
ID8476,12,14,No,78,510,2,1,1K,80,80+,Female,1,2003,41,41 to 50,5000,Less than 150K,0,7476,1,4500,Personal,Huntsville AL,Alabama,ID10,yes,1,N
ID8477,,,Yes,,510,3,1,1K,59,50-59,Male,2,2004,0,0,10000,Less than 150K,1,7477,1,1500,Personal,Huntsville AL,Alabama,ID20,no,1,N
ID8478,18,19,No,79,510,4,1,25K,29,20-29,Female,1,2003,16,11 to 20,5000,300K+,0,7478,1,7500,Small Business,Huntsville AL,Alabama,ID20,yes,1,N
ID8479,0,0,No,71,510,4,1,25K,76,70-79,Female,1,2012,17,11 to 20,8000,300K+,0,7479,1,10500,Small Business,Huntsville AL,Alabama,ID9,no,1,N
ID8480,0,60,No,77,510,3,1,25K,48,40-49,Male,2,2012,35,31 to 40,1000,Less than 150K,2,7480,2,3000,Small Business,Huntsville AL,Alabama,ID9,yes,1,N
ID8481,0,0,No,155,925,5,1,1K,40,40-49,Male,1,2007,62,61 to 70,6000,300K+,0,7481,1,1000,Corporate,Dallas/Fort Worth TX,Texas,ID7,no,1,N
ID8482,0,0,No,157,925,4,1,1K,58,50-59,Female,2,2007,21,21 to 30,5000,300K+,1,7482,1,6000,Corporate,Dallas/Fort Worth TX,Texas,ID17,no,1,N
ID8483,0,0,No,139,925,3,1,1K,80,80+,Male,1,2009,17,11 to 20,6000,Less than 150K,0,7483,1,7500,Corporate,Dallas/Fort Worth TX,Texas,ID17,no,1,N
ID8484,17,9,No,157,925,4,0,1K,48,40-49,Female,1,2004,12,11 to 20,4000,300K+,0,7484,1,3000,Personal,Dallas/Fort Worth TX,Texas,ID12,yes,1,N
ID8485,0,0,No,144,925,4,0,10K,36,30-39,Female,1,2008,13,11 to 20,3000,300K+,0,7485,1,15000,Personal,Dallas/Fort Worth TX,Texas,ID12,no,1,N
ID8486,0,0,No,148,925,4,0,1K,33,30-39,Male,2,2012,16,11 to 20,5000,300K+,3,7486,3,4000,Personal,Dallas/Fort Worth TX,Texas,ID17,no,1,N
ID8487,0,4,No,178,925,4,0,1K,47,40-49,Male,1,2003,18,11 to 20,10000,300K+,1,7487,1,5500,Personal,Dallas/Fort Worth TX,Texas,ID7,no,1,N
ID8488,0,0,No,154,925,4,0,1K,24,20-29,Male,1,2009,1,1 to 10,1000,300K+,0,7488,1,4500,Personal,Dallas/Fort Worth TX,Texas,ID7,no,1,N
ID8489,34,56,No,165,925,5,0,5K,44,40-49,Male,1,2003,3,1 to 10,7000,300K+,2,7489,2,4000,Personal,Dallas/Fort Worth TX,Texas,ID12,yes,1,N
ID8490,0,0,No,164,925,3,0,10K,38,30-39,Female,2,2004,17,11 to 20,10000,300K+,0,7490,1,11000,Personal,Dallas/Fort Worth TX,Texas,ID7,no,1,N
ID8491,0,0,No,148,925,4,0,10K,53,50-59,Male,1,2006,22,21 to 30,35000,300K+,1,7491,1,9000,Personal,Dallas/Fort Worth TX,Texas,ID12,no,1,N
ID8492,0,0,No,145,925,3,1,1K,17,0-19,Female,1,2005,21,21 to 30,2000,300K+,4,7492,4,3500,Personal,Dallas/Fort Worth TX,Texas,ID12,no,1,N
ID8493,0,0,No,154,925,4,1,1K,27,20-29,Male,2,2007,44,41 to 50,6000,300K+,1,7493,1,2000,Personal,Dallas/Fort Worth TX,Texas,ID12,no,1,N
ID8494,0,0,No,157,925,3,0,25K,51,50-59,Male,2,2010,16,11 to 20,7000,300K+,0,7494,1,6000,Personal,Dallas/Fort Worth TX,Texas,ID17,no,1,N
ID8495,10,8,No,153,925,1,1,1K,46,40-49,Female,1,2006,0,0,3000,300K+,2,7495,2,1500,Personal,Dallas/Fort Worth TX,Texas,ID12,yes,1,N
ID8496,,,Yes,,925,4,0,1K,16,0-19,Female,2,2004,17,11 to 20,9000,300K+,1,7496,1,9000,Personal,Dallas/Fort Worth TX,Texas,ID18,no,1,N
ID8497,0,0,No,161,925,4,1,1K,16,0-19,Female,1,2009,46,41 to 50,6000,150K - 300K,3,7497,3,2500,Personal,Dallas/Fort Worth TX,Texas,ID12,no,1,N
ID8498,0,0,No,154,925,2,0,1K,15,0-19,Male,1,2006,10,1 to 10,9000,Less than 150K,1,7498,1,2000,Personal,Dallas/Fort Worth TX,Texas,ID7,no,1,N
ID8499,0,3,No,154,925,3,1,1K,67,60-69,Female,2,2004,17,11 to 20,10000,Less than 150K,0,7499,1,14000,Personal,Dallas/Fort Worth TX,Texas,ID7,no,1,N
ID8500,4,14,No,158,925,2,1,1K,52,50-59,Female,2,2011,14,11 to 20,6000,Less than 150K,0,7500,1,18000,Personal,Dallas/Fort Worth TX,Texas,ID18,yes,1,N
ID8501,0,0,No,158,925,3,0,10K,70,70-79,Female,1,2008,21,21 to 30,4000,Less than 150K,0,7501,1,3000,Personal,Dallas/Fort Worth TX,Texas,ID12,no,1,N
ID8502,0,6,No,151,925,2,1,1K,85,80+,Male,2,2009,27,21 to 30,8000,Less than 150K,0,7502,1,21000,Personal,Dallas/Fort Worth TX,Texas,ID7,yes,1,N
ID8503,7,5,No,151,925,2,1,1K,26,20-29,Female,1,2003,42,41 to 50,10000,300K+,3,7503,3,0,Small Business,Dallas/Fort Worth TX,Texas,ID17,no,1,N
ID8504,0,9,No,163,925,2,0,10K,65,60-69,Female,2,2012,28,21 to 30,9000,Less than 150K,0,7504,1,3000,Small Business,Dallas/Fort Worth TX,Texas,ID7,yes,1,N
ID8505,1,0,No,149,925,3,1,1K,80,80+,Female,1,2010,19,11 to 20,5000,Less than 150K,0,7505,1,2000,Small Business,Dallas/Fort Worth TX,Texas,ID18,no,1,N
ID8506,45,37,No,148,925,2,1,1K,49,40-49,Female,1,2010,38,31 to 40,10000,Less than 150K,1,7506,1,3100,Small Business,Dallas/Fort Worth TX,Texas,ID17,yes,1,N
ID8507,0,0,No,98,762,4,1,1K,68,60-69,Female,1,2012,20,11 to 20,9000,300K+,0,7507,1,8000,Corporate,New York NY,New York,ID11,no,1,N
ID8508,0,0,No,96,762,4,0,25K,65,60-69,Male,2,2007,37,31 to 40,8000,300K+,0,7508,1,6000,Corporate,New York NY,New York,ID18,no,1,N
ID8509,0,0,No,99,762,5,1,5K,42,40-49,Male,1,2011,7,1 to 10,23000,300K+,2,7509,2,7500,Corporate,New York NY,New York,ID9,no,1,N
ID8510,88,56,No,87,762,4,1,25K,36,30-39,Female,1,2007,13,11 to 20,9000,300K+,1,7510,1,12000,Corporate,New York NY,New York,ID13,yes,1,N
ID8511,40,66,No,106,762,2,1,1K,49,40-49,Female,1,2010,7,1 to 10,37000,Less than 150K,3,7511,3,1000,Corporate,New York NY,New York,ID11,yes,1,N
ID8512,0,0,No,103,762,4,0,10K,72,70-79,Female,2,2009,17,11 to 20,3000,300K+,0,7512,1,9000,Personal,New York NY,New York,ID13,no,1,N
ID8513,0,0,No,99,762,4,0,5K,40,40-49,Male,2,2009,7,1 to 10,19000,300K+,2,7513,2,11500,Personal,New York NY,New York,ID6,no,1,N
ID8514,0,0,No,96,762,5,0,10K,57,50-59,Male,1,2008,7,1 to 10,4000,300K+,0,7514,1,9000,Personal,New York NY,New York,ID13,no,1,N
ID8515,75,60,No,89,762,4,1,25K,28,20-29,Male,1,2003,10,11 to 20,7000,300K+,0,7515,1,3000,Personal,New York NY,New York,ID13,yes,1,N
ID8516,0,0,No,91,762,4,0,5K,37,30-39,Female,1,2003,9,1 to 10,10000,300K+,1,7516,1,8000,Personal,New York NY,New York,ID18,no,1,N
ID8517,0,0,No,95,762,4,1,10K,29,20-29,Female,2,2005,26,21 to 30,9000,300K+,0,7517,1,3000,Personal,New York NY,New York,ID11,no,1,N
ID8518,0,0,No,93,762,5,0,1K,48,40-49,Male,1,2010,14,11 to 20,3000,300K+,0,7518,1,29500,Personal,New York NY,New York,ID11,no,1,N
ID8519,26,7,No,99,762,4,1,1K,33,30-39,Male,2,2009,17,11 to 20,5000,300K+,3,7519,3,9000,Personal,New York NY,New York,ID15,yes,1,N
ID8520,0,0,No,97,762,5,0,1K,44,40-49,Female,1,2006,17,11 to 20,33000,300K+,1,7520,1,6000,Personal,New York NY,New York,ID6,no,1,N
ID8521,160,155,No,90,762,4,0,25K,40,40-49,Female,1,2003,7,1 to 10,13000,300K+,3,7521,3,13000,Personal,New York NY,New York,ID9,yes,1,N
ID8522,16,0,No,91,762,4,1,25K,43,40-49,Female,1,2010,8,1 to 10,5000,300K+,1,7522,1,7500,Personal,New York NY,New York,ID15,no,1,N
ID8523,4,0,No,100,762,4,1,10K,46,40-49,Female,1,2009,3,1 to 10,7000,300K+,0,7523,1,13500,Personal,New York NY,New York,ID15,no,1,N
ID8524,0,0,No,94,762,4,1,1K,37,30-39,Male,2,2009,13,11 to 20,10000,300K+,0,7524,1,3000,Personal,New York NY,New York,ID11,no,1,N
ID8525,0,0,No,102,762,4,1,1K,34,30-39,Male,1,2011,17,11 to 20,3000,300K+,3,7525,3,6500,Personal,New York NY,New York,ID15,no,1,N
ID8526,10,0,No,97,762,4,1,1K,38,30-39,Female,1,2011,49,41 to 50,2000,300K+,2,7526,2,6000,Personal,New York NY,New York,ID18,no,1,N
ID8527,0,0,No,95,762,4,1,1K,28,20-29,Male,1,2011,22,21 to 30,3000,300K+,0,7527,1,3000,Personal,New York NY,New York,ID9,no,1,N
ID8528,0,0,No,93,762,4,1,1K,52,50-59,Female,1,2007,4,1 to 10,10000,300K+,0,7528,1,2000,Personal,New York NY,New York,ID9,no,1,N
ID8529,68,54,No,94,762,1,1,1K,42,40-49,Female,1,2003,12,11 to 20,19000,300K+,2,7529,2,6000,Personal,New York NY,New York,ID18,yes,1,N
ID8530,0,13,No,128,762,3,1,1K,31,30-39,Male,1,2011,22,21 to 30,9000,300K+,2,7530,2,3000,Personal,New York NY,New York,ID15,yes,1,N
ID8531,0,7,No,90,762,3,1,1K,43,40-49,Male,1,2003,1,1 to 10,11000,300K+,1,7531,1,2500,Personal,New York NY,New York,ID11,yes,1,N
ID8532,,,Yes,,762,4,1,25K,34,30-39,Male,1,2003,8,1 to 10,2000,300K+,0,7532,1,5500,Personal,New York NY,New York,ID18,no,1,N
ID8533,17,3,No,93,762,4,0,1K,73,70-79,Female,1,2005,40,41 to 50,7000,300K+,0,7533,1,18000,Personal,New York NY,New York,ID19,no,1,N
ID8534,0,0,No,98,762,2,0,1K,16,0-19,Male,2,2007,27,21 to 30,10000,300K+,1,7534,1,9000,Personal,New York NY,New York,ID18,no,1,N
ID8535,0,0,No,93,762,4,0,1K,19,0-19,Female,1,2007,17,11 to 20,3000,300K+,2,7535,2,3000,Personal,New York NY,New York,ID11,no,1,N
ID8536,20,13,No,99,762,3,0,1K,18,0-19,Male,1,2008,13,11 to 20,3000,150K - 300K,0,7536,1,5000,Personal,New York NY,New York,ID15,yes,1,N
ID8537,0,0,No,98,762,2,0,1K,36,30-39,Male,1,2003,34,31 to 40,3000,Less than 150K,0,7537,1,13500,Personal,New York NY,New York,ID11,no,1,N
ID8538,14,21,No,109,762,2,1,1K,79,70-79,Male,1,2009,34,31 to 40,1000,Less than 150K,0,7538,1,9500,Personal,New York NY,New York,ID13,yes,1,N
ID8539,0,0,No,94,762,3,1,1K,23,20-29,Female,1,2004,4,1 to 10,72000,Less than 150K,3,7539,3,3500,Personal,New York NY,New York,ID19,no,1,N
ID8540,243,256,No,106,762,1,1,1K,67,60-69,Female,1,2010,22,21 to 30,4000,Less than 150K,0,7540,1,16000,Personal,New York NY,New York,ID13,yes,1,N
ID8541,0,3,No,121,762,3,0,1K,52,50-59,Female,1,2011,0,0,3000,Less than 150K,1,7541,1,15000,Personal,New York NY,New York,ID9,no,1,N
ID8542,0,0,No,92,762,2,0,1K,36,30-39,Female,1,2009,4,1 to 10,29000,Less than 150K,4,7542,4,20500,Personal,New York NY,New York,ID15,no,1,N
ID8543,,,Yes,,762,2,0,1K,77,70-79,Female,2,2009,4,1 to 10,4000,Less than 150K,0,7543,1,7000,Personal,New York NY,New York,ID19,no,1,N
ID8544,0,0,No,96,762,2,1,1K,66,60-69,Female,1,2008,35,31 to 40,2000,Less than 150K,0,7544,1,4500,Personal,New York NY,New York,ID18,no,1,N
ID8545,0,12,No,97,762,2,0,10K,67,60-69,Female,1,2010,36,31 to 40,6000,Less than 150K,0,7545,1,3000,Personal,New York NY,New York,ID6,yes,1,N
ID8546,54,24,No,91,762,2,1,1K,66,60-69,Female,1,2006,21,21 to 30,10000,Less than 150K,0,7546,1,5000,Personal,New York NY,New York,ID19,yes,1,N
ID8547,0,7,No,107,762,4,0,1K,49,40-49,Male,1,2003,25,21 to 30,1000,300K+,0,7547,1,3000,Small Business,New York NY,New York,ID11,yes,1,N
ID8548,0,0,No,107,762,4,1,25K,29,20-29,Female,1,2004,9,1 to 10,11000,300K+,2,7548,2,10600,Small Business,New York NY,New York,ID13,no,1,N
ID8549,64,68,No,93,606,4,1,1K,29,20-29,Female,2,2005,16,11 to 20,7000,300K+,1,7549,1,1000,Corporate,Chicago IL,Illinois,ID20,yes,1,N
ID8550,0,48,No,100,606,4,0,25K,54,50-59,Female,1,2009,5,1 to 10,3000,300K+,2,7550,2,9000,Personal,Chicago IL,Illinois,ID9,yes,1,N
ID8551,0,1,No,101,606,4,1,1K,46,40-49,Male,1,2003,25,21 to 30,2000,300K+,0,7551,1,7500,Personal,Chicago IL,Illinois,ID20,no,1,N
ID8552,0,0,No,94,606,4,0,1K,59,50-59,Female,1,2003,11,11 to 20,4000,300K+,0,7552,1,3000,Personal,Chicago IL,Illinois,ID20,no,1,N
ID8553,0,0,No,92,606,4,0,1K,43,40-49,Male,1,2007,30,21 to 30,5000,300K+,0,7553,1,9500,Personal,Chicago IL,Illinois,ID9,no,1,N
ID8554,88,75,No,86,606,3,1,1K,41,40-49,Female,1,2011,4,1 to 10,6000,300K+,1,7554,1,1000,Personal,Chicago IL,Illinois,ID20,yes,1,N
ID8555,5,0,No,97,606,4,0,1K,44,40-49,Female,1,2010,6,1 to 10,6000,300K+,0,7555,1,4000,Personal,Chicago IL,Illinois,ID9,no,1,N
ID8556,0,0,No,92,606,4,0,25K,33,30-39,Male,2,2006,19,11 to 20,4000,300K+,0,7556,1,6000,Personal,Chicago IL,Illinois,ID9,no,1,N
ID8557,0,0,No,93,606,5,0,1K,49,40-49,Male,1,2006,33,31 to 40,1000,300K+,1,7557,1,9000,Personal,Chicago IL,Illinois,ID17,no,1,N
ID8558,0,4,No,97,606,5,1,10K,59,50-59,Male,1,2007,17,11 to 20,10000,300K+,0,7558,1,7000,Personal,Chicago IL,Illinois,ID9,no,1,N
ID8559,57,138,No,95,606,3,1,1K,57,50-59,Female,0,2007,3,1 to 10,11000,150K - 300K,1,7559,1,3000,Personal,Chicago IL,Illinois,ID17,yes,1,N
ID8560,0,0,No,79,606,3,1,1K,19,0-19,Female,2,2007,56,51 to 60,8000,Less than 150K,0,7560,1,3000,Personal,Chicago IL,Illinois,ID20,no,1,N
ID8561,1,0,No,94,606,3,1,1K,73,70-79,Female,1,2010,17,11 to 20,6000,Less than 150K,0,7561,1,1500,Personal,Chicago IL,Illinois,ID17,no,1,N
ID8562,0,16,No,102,606,2,1,1K,80,80+,Female,2,2004,17,11 to 20,2000,Less than 150K,0,7562,1,12000,Personal,Chicago IL,Illinois,ID10,yes,1,N
ID8563,,,Yes,,606,3,0,1K,64,60-69,Male,1,2011,37,31 to 40,5000,Less than 150K,0,7563,1,34500,Personal,Chicago IL,Illinois,ID20,no,1,N
ID8564,,,Yes,,606,3,0,1K,51,50-59,Male,1,2003,38,31 to 40,7000,Less than 150K,2,7564,2,3400,Personal,Chicago IL,Illinois,ID17,no,1,N
ID8565,0,0,No,99,606,4,1,1K,61,60-69,Female,1,2010,3,1 to 10,23000,300K+,1,7565,1,6000,Small Business,Chicago IL,Illinois,ID10,no,1,N
ID8566,0,3,No,98,606,5,1,10K,46,40-49,Female,1,2005,16,11 to 20,7000,300K+,0,7566,1,2500,Small Business,Chicago IL,Illinois,ID20,no,1,N
ID8567,87,109,No,90,606,2,1,1K,37,30-39,Female,1,2011,22,21 to 30,7000,Less than 150K,2,7567,2,0,Small Business,Chicago IL,Illinois,ID20,yes,1,N
ID8568,0,0,No,86,594,3,0,1K,52,50-59,Female,1,2003,6,1 to 10,6000,300K+,0,7568,1,12000,Corporate,Miami FL,Florida,ID10,no,1,N
ID8569,0,0,No,89,594,4,1,1K,41,40-49,Female,1,2003,2,1 to 10,24000,300K+,2,7569,2,6000,Corporate,Miami FL,Florida,ID18,no,1,N
ID8570,0,0,No,85,594,3,1,1K,28,20-29,Female,1,2008,4,1 to 10,47000,Less than 150K,2,7570,2,12000,Corporate,Miami FL,Florida,ID18,no,1,N
ID8571,28,17,No,95,594,4,1,1K,32,30-39,Male,1,2004,66,61 to 70,9000,300K+,0,7571,1,4500,Personal,Miami FL,Florida,ID10,yes,1,N
ID8572,0,0,No,90,594,5,1,25K,42,40-49,Female,1,2003,8,1 to 10,11000,300K+,1,7572,1,0,Personal,Miami FL,Florida,ID18,no,1,N
ID8573,24,22,No,93,594,4,0,1K,34,30-39,Female,1,2011,26,21 to 30,21000,300K+,2,7573,2,6000,Personal,Miami FL,Florida,ID18,yes,1,N
ID9296,0,0,No,54,335,2,1,1K,17,0-19,Male,3,2012,29,21 to 30,5000,Less than 150K,1,8296,1,3000,Personal,Jacksonville FL,Florida,ID13,no,1,N
ID9297,0,0,No,52,335,2,1,10K,54,50-59,Female,1,2003,17,11 to 20,4000,Less than 150K,0,8297,1,5500,Personal,Jacksonville FL,Florida,ID13,no,1,N
ID9298,0,0,No,28,125,3,0,5K,60,60-69,Female,1,2012,25,21 to 30,3000,Less than 150K,0,8298,1,7800,Personal,Key West FL,Florida,ID20,no,1,N
ID9299,0,0,No,52,335,4,0,1K,46,40-49,Female,1,2010,0,0,7000,300K+,0,8299,1,7000,Small Business,Jacksonville FL,Florida,ID13,no,1,N
ID9300,2,3,No,79,530,4,1,25K,56,50-59,Female,2,2009,0,0,7000,300K+,0,8300,1,7000,Small Business,Miami FL,Florida,ID17,no,1,N
ID9301,0,2,No,50,294,4,0,10K,40,40-49,Male,1,2009,13,11 to 20,4000,300K+,0,8301,1,7500,Small Business,Gainesville FL,Florida,ID11,no,1,N
ID9302,0,0,No,50,294,4,1,25K,27,20-29,Male,2,2012,16,11 to 20,4000,300K+,0,8302,1,12000,Small Business,Gainesville FL,Florida,ID19,no,1,N
ID9303,0,0,No,59,402,4,0,25K,35,30-39,Female,1,2006,0,0,2000,300K+,0,8303,1,9000,Small Business,Miami FL,Florida,ID19,no,1,N
ID9304,0,0,No,49,294,4,0,10K,33,30-39,Female,1,2011,19,11 to 20,7000,300K+,0,8304,1,13500,Small Business,Miami FL,Florida,ID6,no,1,N
ID9305,0,0,No,30,125,4,0,1K,53,50-59,Female,1,2004,18,11 to 20,1000,300K+,0,8305,1,6000,Small Business,Key West FL,Florida,ID7,no,1,N
ID9306,0,0,No,60,402,5,1,25K,54,50-59,Female,2,2003,24,21 to 30,8000,300K+,0,8306,1,8000,Small Business,Miami FL,Florida,ID18,no,1,N
